20.64, 83.56, 0.010718137209818821, 1.0
19, 77, 0.01137336889072241
26, 105, 0.010899475962623834
17, 69, 0.008374781386087365
17, 69, 0.010656649869467832
23, 93, 0.010643501864326076
20, 81, 0.005930425675290098
15, 61, 0.010465780967522948
23, 93, 0.01634813133725066
18, 73, 0.004459716241166848
18, 73, 0.007361075672911159
24, 97, 0.012291099257380134
17, 69, 0.02004929877559095
24, 97, 0.006912776245860869
23, 93, 0.020913455493821606
23, 93, 0.01742099510269611
22, 89, 0.0037600511473625574
19, 77, 0.016718339860660694
20, 81, 0.004917682200405167
23, 93, 0.012284896025830171
20, 81, 0.01637285749553785
20, 81, 0.003593552592290145
20, 81, 0.005245785129239285
23, 93, 0.018757040075813827
23, 93, 0.009742136050523001
20, 81, 0.017501238974288985
21, 85, 0.012204985205302128
23, 93, 0.004934999097264214
15, 61, 0.007924127888124896
15, 61, 0.01393028679200754
19, 77, 0.007699717869366678
23, 93, 0.008066417368384437
19, 77, 0.012031643548756448
19, 77, 0.012481851085507102
18, 73, 0.019333331019864525
24, 97, 0.013087467898915706
20, 81, 0.015788214818743932
20, 81, 0.00993708280160245
19, 77, 0.01595361134344649
23, 93, 0.0015843119263730353
21, 85, 0.010039378688064962
19, 77, 0.013114613130162692
22, 89, 0.01074106524510152
22, 89, 0.0047080966666427845
21, 85, 0.008318312800364245
21, 85, 0.019881367747043376
21, 85, 0.005520022561817458
25, 101, 0.005156936930125223
20, 81, 0.007782194999579099
24, 97, 0.007692882693316837
14, 57, 0.013051277787178867
17, 69, 0.006655045221634559
21, 85, 0.00915283712654179
17, 69, 0.0045500286717229605
22, 89, 0.008233061233514553
19, 77, 0.012520194669436244
24, 97, 0.0077782624547747346
24, 97, 0.020258441302406137
21, 85, 0.0070094462707576055
19, 77, 0.008683603266117628
21, 85, 0.0068959918084185836
19, 77, 0.01930102566253412
17, 69, 0.002877261212845213
22, 89, 0.012692574190227967
19, 77, 0.02134070532826212
20, 81, 0.007240103293099691
19, 77, 0.006184889332846835
18, 73, 0.006695286935964105
20, 81, 0.00279470948719127
20, 81, 0.015661246881662007
24, 97, 0.004240680485798564
20, 81, 0.008219563533563566
17, 69, 0.012394278437800204
21, 85, 0.008532223428105374
17, 69, 0.005085383153520038
21, 85, 0.007974889900905061
17, 69, 0.008474378079332667
24, 97, 0.008826787941630646
22, 89, 0.008439551882264883
24, 97, 0.01214957065204361
24, 97, 0.008299623918142244
19, 77, 0.019579962912403978
27, 109, 0.007019046149449436
25, 101, 0.01795178771385057
26, 105, 0.005632207387707256
21, 85, 0.006976317814566506
19, 77, 0.02067378116608103
18, 73, 0.007489793257032309
19, 77, 0.021171602174180407
27, 109, 0.015688261040273647
21, 85, 0.017696941049881475
19, 77, 0.008146070719965794
22, 89, 0.015755271063596418
24, 97, 0.018996773746298417
26, 105, 0.004483012648803984
23, 93, 0.008562010260040729
18, 73, 0.018286397050527783
21, 85, 0.008071826708101408
17, 69, 0.002997733318669926
18, 73, 0.016886734005026088
19, 77, 0.006628234824632696
