1.0E-4, -4.00.5095, 0.0, 0.5095000000000497, 0.0, 4.973799150320701E-14-13.30331175619286
1.099E-4, -3.95900230757650950.50950170602695, 0.0, 0.5095017060270491, 0.0, 9.914291609902648E-14-13.003738311302456
1.198E-4, -3.92154318194670730.5095017135915555, 0.0, 0.5095017135916583, 0.0, 1.028066520802895E-13-12.98797878350907
1.297E-4, -3.887060023915920.5095022106199344, 0.0, 0.5095022106200752, 0.0, 1.4077627952246985E-13-12.85147051664529
1.396E-4, -3.8551145817128580.5095017892289778, 0.0, 0.5095017892288527, 0.0, 1.2512213487525514E-13-12.902665854144896
1.495E-4, -3.82535880733955170.5095001044851624, 0.0, 0.509500104485086, 0.0, 7.638334409421077E-14-13.117001331955493
1.594E-4, -3.79751168293990650.5095014335966159, 0.0, 0.5095014335965533, 0.0, 6.261657858885883E-14-13.203310666207662
1.693E-4, -3.77134304189106470.5095010454108371, 0.0, 0.5095010454108125, 0.0, 2.453592884421596E-14-13.610197496505892
1.792E-4, -3.74666199467389350.5095021822905548, 0.0, 0.5095021822905683, 0.0, 1.354472090042691E-14-13.868229939516254
1.891E-4, -3.723308471154960.50950283707846, 0.0, 0.5095028370785042, 0.0, 4.418687638008123E-14-13.354706698117315
1.9899999999999999E-4, -3.7011469235902930.5095032911496219, 0.0, 0.5095032911496706, 0.0, 4.873879078104437E-14-13.312125249948881
2.0889999999999998E-4, -3.68006156001969130.5095000816909306, 0.0, 0.5095000816910054, 0.0, 7.471800955727304E-14-13.126574705967027
2.1879999999999998E-4, -3.6599526823386070.5095025522871048, 0.0, 0.5095025522870132, 0.0, 9.159339953157541E-14-13.038135821641077
2.2869999999999998E-4, -3.64073383539325150.5095019914819321, 0.0, 0.5095019914818705, 0.0, 6.161737786669619E-14-13.210296787068327
2.3859999999999997E-4, -3.6223295606656770.5095039909210317, 0.0, 0.5095039909209781, 0.0, 5.362377208939506E-14-13.270642639439492
2.4849999999999997E-4, -3.60467360693064930.5095040153508593, 0.0, 0.509504015350832, 0.0, 2.731148640577885E-14-13.563654663087624
2.584E-4, -3.58770749067695370.509500151968608, 0.0, 0.5095001519686072, 0.0, 7.771561172376096E-16-15.109491730176746
2.683E-4, -3.5713793273280610.5095042013390068, 0.0, 0.5095042013390291, 0.0, 2.2315482794965646E-14-13.651393712770515
2.7820000000000004E-4, -3.55564287434397250.5095024428375894, 0.0, 0.5095024428376337, 0.0, 4.4297898682543746E-14-13.353616874504254
2.8810000000000006E-4, -3.5404567417195870.5095053414608013, 0.0, 0.5095053414608491, 0.0, 4.785061236134425E-14-13.320112500030271
2.980000000000001E-4, -3.52578373592374470.509501668201568, 0.0, 0.5095016682016337, 0.0, 6.572520305780927E-14-13.182268063468083
3.079000000000001E-4, -3.51159031109680160.5095011230809741, 0.0, 0.5095011230809221, 0.0, 5.1958437552457326E-14-13.28434391711688
3.1780000000000014E-4, -3.4978461071286390.5095022087313777, 0.0, 0.5095022087313458, 0.0, 3.197442310920451E-14-13.495197282431773
3.2770000000000016E-4, -3.4845235586176240.5095026579311854, 0.0, 0.5095026579311592, 0.0, 2.6201263381153694E-14-13.581677767220897
3.376000000000002E-4, -3.47159756204638240.5095058204271755, 0.0, 0.5095058204271673, 0.0, 8.215650382226158E-15-14.085358050460027
3.475000000000002E-4, -3.4590451910738670.5095019895922374, 0.0, 0.509501989592248, 0.0, 1.0658141036401503E-14-13.972318537151436
3.5740000000000023E-4, -3.4468454518303740.5095000987867369, 0.0, 0.5095000987867637, 0.0, 2.6867397195928788E-14-13.570774404210573
3.6730000000000025E-4, -3.4349790716547060.5095029878706528, 0.0, 0.5095029878706836, 0.0, 3.0753177782116836E-14-13.512110001126555
3.772000000000003E-4, -3.4234283159347090.5095062987506419, 0.0, 0.5095062987506872, 0.0, 4.529709940470639E-14-13.343929607101124
3.871000000000003E-4, -3.41217682868104480.5095050267897251, 0.0, 0.5095050267896751, 0.0, 4.9960036108132044E-14-13.301377256415659
3.970000000000003E-4, -3.40120949323688440.5095008160930655, 0.0, 0.5095008160930339, 0.0, 3.164135620181696E-14-13.499744910182493
4.0690000000000035E-4, -3.39051231014671430.5095030312117884, 0.0, 0.5095030312117611, 0.0, 2.731148640577885E-14-13.563654663087624
