euler, , , , rk2, , , , rk4 , , ,
h, log(h), e, log(e), h, log(h), e, log(e), h, log(h), e, log(e)
0.02, -1.6989700043360187, 0.008776683242837393, -2.056669575378196,0.02, -1.6989700043360187, 0.012522133423148795, -1.902321673124886,0.02, -1.6989700043360187, 0.012457101779912058, -1.9045829871632098
0.022222222222222223, -1.6532125137753437, 0.008426292302775024, -2.0743634795457027,0.022222222222222223, -1.6532125137753437, 0.012537400829183257, -1.901792489226466,0.022222222222222223, -1.6532125137753437, 0.012457101533023202, -1.9045829957705465
0.025, -1.6020599913279623, 0.008016234074515313, -2.096029609866782,0.025, -1.6020599913279623, 0.012558751890518347, -1.9010535193563518,0.025, -1.6020599913279623, 0.012457101107908727, -1.9045830105914
0.028571428571428574, -1.5440680443502757, 0.007543934264623834, -2.122402104554333,0.028571428571428574, -1.5440680443502757, 0.012589907589728229, -1.8999774576140112,0.028571428571428574, -1.5440680443502757, 0.012457100325785106, -1.9045830378587376
0.03333333333333333, -1.4771212547196624, 0.007034330233128491, -2.1527772471849937,0.03333333333333333, -1.4771212547196624, 0.012637939539736895, -1.8983237266442454,0.03333333333333333, -1.4771212547196624, 0.012457098759933807, -1.9045830924493408
0.04, -1.3979400086720375, 0.006617332622689621, -2.1793170348338076,0.04, -1.3979400086720375, 0.012717671172564332, -1.8955924083024769,0.04, -1.3979400086720375, 0.012457095255554773, -1.904583214623269
0.05, -1.3010299956639813, 0.006786469255001867, -2.168356114067266,0.05, -1.3010299956639813, 0.012864669543767906, -1.890601365082188,0.05, -1.3010299956639813, 0.01245708611719359, -1.9045835332161039
0.06666666666666667, -1.1760912590556813, 0.00899077151844026, -2.0462030388758383,0.06666666666666667, -1.1760912590556813, 0.01318316007289805, -1.8799804745885287,0.06666666666666667, -1.1760912590556813, 0.012457056449636158, -1.9045845675247461
0.1, -1.0, 0.016803662202792884, -1.774596057492151,0.1, -1.0, 0.01409946091160411, -1.8507974921383328,0.1, -1.0, 0.01245692585692973, -1.9045891204453576
0.2, -0.6989700043360187, 0.04807990970968604, -1.3180363565756568,0.2, -0.6989700043360187, 0.019204010333615316, -1.716608069010365,0.2, -0.6989700043360187, 0.012457386751769196, -1.9045730522448268
