euler, , , , rk2, , , , rk4 , , ,
h, log(h), e, log(e), h, log(h), e, log(e), h, log(h), e, log(e)
0.001, -3.0, 0.0018899419040570096, -2.723551545633766,0.001, -3.0, 6.819762650174358E-4, -3.1662307399349126,0.001, -3.0, 6.811600890749327E-4, -3.166750806396914
0.001001001001001001, -2.9995654882259823, 0.0018911696144647378, -2.7232695185781886,0.001001001001001001, -2.9995654882259823, 6.819778992157033E-4, -3.166229699249956,0.001001001001001001, -2.9995654882259823, 6.811600890702554E-4, -3.1667508063998966
0.001002004008016032, -2.999130541287371, 0.001892399795463937, -2.722987107563278,0.001002004008016032, -2.999130541287371, 6.81979538312952E-4, -3.1662286554477514,0.001002004008016032, -2.999130541287371, 6.8116008906999E-4, -3.166750806400066
0.0010030090270812437, -2.998695158311656, 0.001893632454495965, -2.7227043117500096,0.0010030090270812437, -2.998695158311656, 6.819811823508739E-4, -3.16622760850177,0.0010030090270812437, -2.998695158311656, 6.811600890722746E-4, -3.166750806398609
0.001004016064257028, -2.998259338423699, 0.0018948675990274277, -2.7224211302978283,0.001004016064257028, -2.998259338423699, 6.81982831333758E-4, -3.166226558409304,0.001004016064257028, -2.998259338423699, 6.811600890674068E-4, -3.1667508064017125
0.0010050251256281408, -2.9978230807457256, 0.001896105236553925, -2.7221375623638115,0.0010050251256281408, -2.9978230807457256, 6.819844852953993E-4, -3.166225505148855,0.0010050251256281408, -2.9978230807457256, 6.811600890715581E-4, -3.1667508063990657
0.001006036217303823, -2.997386384397313, 0.001897345374609075, -2.721853607100626,0.001006036217303823, -2.997386384397313, 6.819861442465595E-4, -3.1662244487135935,0.001006036217303823, -2.997386384397313, 6.811600890769076E-4, -3.166750806395655
0.0010070493454179255, -2.996949248495381, 0.0018985880207449224, -2.721569263661041,0.0010070493454179255, -2.996949248495381, 6.819878082104846E-4, -3.166223389088738,0.0010070493454179255, -2.996949248495381, 6.811600890688852E-4, -3.16675080640077
0.0010080645161290322, -2.9965116721541785, 0.001899833182549636, -2.7212845311938967,0.0010080645161290322, -2.9965116721541785, 6.819894772130221E-4, -3.166222326257854,0.0010080645161290322, -2.9965116721541785, 6.811600890695979E-4, -3.166750806400316
0.0010090817356205853, -2.9960736544852753, 0.0019010808676424747, -2.7209994088452825,0.0010090817356205853, -2.9960736544852753, 6.819911512562558E-4, -3.1662212602196367,0.0010090817356205853, -2.9960736544852753, 6.811600890742421E-4, -3.1667508063973546
0.00101010101010101, -2.99563519459755, 0.0019023310836693997, -2.7207138957595656,0.00101010101010101, -2.99563519459755, 6.819928303855977E-4, -3.1662201909451912,0.00101010101010101, -2.99563519459755, 6.811600890677988E-4, -3.166750806401463
0.0010111223458038423, -2.9951962915971793, 0.0019035838383305752, -2.720427991073136,0.0010111223458038423, -2.9951962915971793, 6.819945146067908E-4, -3.166219118430885,0.0010111223458038423, -2.9951962915971793, 6.81160089074451E-4, -3.1667508063972214
0.0010121457489878543, -2.9947569445876283, 0.0019048391393136183, -2.7201416939296688,0.0010121457489878543, -2.9947569445876283, 6.819962039428258E-4, -3.1662180426621016,0.0010121457489878543, -2.9947569445876283, 6.811600890720767E-4, -3.1667508063987353
0.0010131712259371835, -2.9943171526696366, 0.0019060969943770344, -2.7198550034611073,0.0010131712259371835, -2.9943171526696366, 6.819978984093753E-4, -3.1662169636288846,0.0010131712259371835, -2.9943171526696366, 6.811600890667272E-4, -3.166750806402146
0.0010141987829614604, -2.993876914941211, 0.0019073574112846488, -2.719567918802644,0.0010141987829614604, -2.993876914941211, 6.819995980374065E-4, -3.166215881311538,0.0010141987829614604, -2.993876914941211, 6.811600890727784E-4, -3.1667508063982877
0.0010152284263959391, -2.9934362304976116, 0.0019086203978500814, -2.7192804390826093,0.0010152284263959391, -2.9934362304976116, 6.820013028431029E-4, -3.166214795699782,0.0010152284263959391, -2.9934362304976116, 6.811600890691088E-4, -3.1667508064006276
0.0010162601626016261, -2.9929950984313414, 0.0019098859619125492, -2.7189925634280128,0.0010162601626016261, -2.9929950984313414, 6.820030128349203E-4, -3.1662137067882563,0.0010162601626016261, -2.9929950984313414, 6.811600890700796E-4, -3.1667508064000085
0.001017293997965412, -2.992553517832136, 0.0019111541113307666, -2.718704290965947,0.001017293997965412, -2.992553517832136, 6.820047280609584E-4, -3.166212614546356,0.001017293997965412, -2.992553517832136, 6.81160089070897E-4, -3.166750806399487
0.0010183299389002036, -2.99211148778695, 0.001912424854024128, -2.718415620814257,0.0010183299389002036, -2.99211148778695, 6.820064485193722E-4, -3.166211518975281,0.0010183299389002036, -2.99211148778695, 6.81160089072282E-4, -3.1667508063986043
0.0010193679918450561, -2.9916690073799486, 0.0019136981979058286, -2.7181265520967597,0.0010193679918450561, -2.9916690073799486, 6.820081742414132E-4, -3.166210420055156,0.0010193679918450561, -2.9916690073799486, 6.811600890728719E-4, -3.166750806398228
0.0010204081632653062, -2.9912260756924947, 0.0019149741509521278, -2.717837083927536,0.0010204081632653062, -2.9912260756924947, 6.820099052472405E-4, -3.16620931777317,0.0010204081632653062, -2.9912260756924947, 6.811600890684403E-4, -3.166750806401054
0.0010214504596527069, -2.9907826918031377, 0.0019162527211642282, -2.7175472154196196,0.0010214504596527069, -2.9907826918031377, 6.820116415641729E-4, -3.1662082121119517,0.0010214504596527069, -2.9907826918031377, 6.811600890730993E-4, -3.1667508063980834
0.0010224948875255625, -2.9903388547876015, 0.0019175339165748437, -2.7172569456835283,0.0010224948875255625, -2.9903388547876015, 6.820133832004541E-4, -3.1662071030662777,0.0010224948875255625, -2.9903388547876015, 6.811600890717031E-4, -3.1667508063989733
0.0010235414534288639, -2.989894563718773, 0.0019188177452410162, -2.716966273828916,0.0010235414534288639, -2.989894563718773, 6.820151301893536E-4, -3.166205990614989,0.0010235414534288639, -2.989894563718773, 6.81160089071214E-4, -3.166750806399285
