euler, , , , rk2, , , , rk4 , , ,
h, log(h), e, log(e), h, log(h), e, log(e), h, log(h), e, log(e)
0.001, -3.0, 0.0012390500397163136, -2.9069111540486046,0.001, -3.0, 8.255254558547006E-7, -6.083269530315451,0.001, -3.0, 4.8424054361127774E-14, -13.314938851553695
0.001001001001001001, -2.9995654882259823, 0.0012402885211238973, -2.9064772756792,0.001001001001001001, -2.9995654882259823, 8.271783582195549E-7, -6.082400836712389,0.001001001001001001, -2.9995654882259823, 4.800119574271923E-14, -13.31874794391615
0.001002004008016032, -2.999130541287371, 0.0018906586035292161, -2.7233868846868785,0.001002004008016032, -2.999130541287371, 6.769826434773997E-4, -3.169422465640731,0.001002004008016032, -2.999130541287371, 6.761624299556659E-4, -3.1699489638811515
0.0010030090270812437, -2.998695158311656, 0.0012427729262874932, -2.905608216385858,0.0010030090270812437, -2.998695158311656, 8.304990679077764E-7, -6.0806608506331,0.0010030090270812437, -2.998695158311656, 5.191951772458359E-14, -13.284669350308706
0.001004016064257028, -2.998259338423699, 0.0018878124064573662, -2.7240411641100826,0.001004016064257028, -2.998259338423699, 6.715005201421322E-4, -3.172953646592034,0.001004016064257028, -2.998259338423699, 6.706770088638521E-4, -3.173486581231592
0.0010050251256281408, -2.9978230807457256, 0.0012452673043777207, -2.904737414547564,0.0010050251256281408, -2.9978230807457256, 8.338398135946588E-7, -6.0789173723283785,0.0010050251256281408, -2.9978230807457256, 4.924386685313604E-14, -13.307647851617197
0.001006036217303823, -2.997386384397313, 0.0012465182520581648, -2.9043013579864327,0.001006036217303823, -2.997386384397313, 8.35517750463268E-7, -6.078044319144186,0.001006036217303823, -2.997386384397313, 4.668273293713235E-14, -13.330843727074544
0.0010070493454179255, -2.996949248495381, 0.0012477717155695044, -2.9038648631609454,0.0010070493454179255, -2.996949248495381, 8.372007581817309E-7, -6.07717038702949,0.0010070493454179255, -2.996949248495381, 5.094943980303308E-14, -13.29286058676627
0.0010080645161290322, -2.9965116721541785, 0.0012490277025100584, -2.903427929188849,0.0010080645161290322, -2.9965116721541785, 8.388888617365225E-7, -6.0762955718669724,0.0010080645161290322, -2.9965116721541785, 5.3081665780471934E-14, -13.27505545679638
0.0010090817356205853, -2.9960736544852753, 0.0012502862205070787, -2.9029905551858124,0.0010090817356205853, -2.9960736544852753, 8.405820632341404E-7, -6.075419881427354,0.0010090817356205853, -2.9960736544852753, 4.912206833645491E-14, -13.308723355055049
0.00101010101010101, -2.99563519459755, 0.0012515472772157245, -2.9025527402658247,0.00101010101010101, -2.99563519459755, 8.422804090214801E-7, -6.074543300641496,0.00101010101010101, -2.99563519459755, 5.201012735813503E-14, -13.283912082759151
0.0010111223458038423, -2.9951962915971793, 0.0012528108803436162, -2.9021144835327197,0.0010111223458038423, -2.9951962915971793, 8.439839051393356E-7, -6.07366583533622,0.0010111223458038423, -2.9951962915971793, 5.0462781392428246E-14, -13.297028815845922
0.0010121457489878543, -2.9947569445876283, 0.0012540770375882968, -2.9016757841019145,0.0010121457489878543, -2.9947569445876283, 8.456925753254489E-7, -6.072787482237565,0.0010121457489878543, -2.9947569445876283, 5.205560981528073E-14, -13.283532461532108
0.0010131712259371835, -2.9943171526696366, 0.0012553457567168807, -2.9012366410728267,0.0010131712259371835, -2.9943171526696366, 8.474064333936786E-7, -6.071908243218238,0.0010131712259371835, -2.9943171526696366, 5.498552561240713E-14, -13.259751619123401
0.0010141987829614604, -2.993876914941211, 0.0012566170455014622, -2.900797053551308,0.0010141987829614604, -2.993876914941211, 8.491255123615854E-7, -6.07102811034823,0.0010141987829614604, -2.993876914941211, 5.2802281750734386E-14, -13.27734730984608
0.0010152284263959391, -2.9934362304976116, 0.0012578909117644725, -2.900357020633982,0.0010152284263959391, -2.9934362304976116, 8.508498283061114E-7, -6.070147084443123,0.0010152284263959391, -2.9934362304976116, 5.41652315986011E-14, -13.266279395565965
