euler, , , , rk2, , , , rk4 , , ,
h, log(h), e, log(e), h, log(h), e, log(e), h, log(h), e, log(e)
0.02, -1.6989700043360187, 0.05404632594010601, -1.267233823971023,0.02, -1.6989700043360187, 2.8423610681196226E-4, -3.5463207540188026,0.02, -1.6989700043360187, 3.3297415316604564E-8, -7.477589476923171
0.020202020202020204, -1.6946051989335686, 0.054595554498925204, -1.262842718745571,0.020202020202020204, -1.6946051989335686, 2.89849249080482E-4, -3.537827820429057,0.020202020202020204, -1.6946051989335686, 3.467035497989037E-8, -7.460041711703328
0.02040816326530612, -1.6901960800285136, 0.07155578300830547, -1.1453552615952665,0.02040816326530612, -1.6901960800285136, 0.017113702297371098, -1.7666560270816511,0.02040816326530612, -1.6901960800285136, 0.01684369896268081, -1.7735625290669514
0.020618556701030927, -1.6857417386022637, 0.055728193543229894, -1.2539250345846118,0.020618556701030927, -1.6857417386022637, 3.015857903389468E-4, -3.5205891247477705,0.020618556701030927, -1.6857417386022637, 3.7634351367846385E-8, -7.424415564678005
0.020833333333333332, -1.6812412373755872, 0.05631232055150963, -1.2493965756256002,0.020833333333333332, -1.6812412373755872, 3.077230407230193E-4, -3.5118399847917328,0.020833333333333332, -1.6812412373755872, 3.923470514088369E-8, -7.40632960687961
0.021052631578947368, -1.6766936096248666, 0.05690882219592606, -1.2448204026029432,0.021052631578947368, -1.6766936096248666, 3.140494379601455E-4, -3.503001979496099,0.021052631578947368, -1.6766936096248666, 4.092073698602873E-8, -7.388056553208087
0.02127659574468085, -1.6720978579357175, 0.057518095901661646, -1.2401954994173998,0.02127659574468085, -1.6720978579357175, 3.2057283005831796E-4, -3.494073288768438,0.02127659574468085, -1.6720978579357175, 4.269800922484217E-8, -7.369592373284598
0.021505376344086023, -1.667452952889954, 0.05814055629549716, -1.235520817166401,0.021505376344086023, -1.667452952889954, 3.2730147602174736E-4, -3.4850520361626507,0.021505376344086023, -1.667452952889954, 4.457251115463704E-8, -7.350932897664316
0.021739130434782608, -1.662757831681574, 0.058776636146541106, -1.2307952727172833,0.021739130434782608, -1.662757831681574, 3.342440719577806E-4, -3.475936286500846,0.021739130434782608, -1.662757831681574, 4.655069803594902E-8, -7.332073802311255
0.02197802197802198, -1.6580113966571124, 0.05942678736947788, -1.2260177472013343,0.02197802197802198, -1.6580113966571124, 3.414097790931504E-4, -3.4667240434281728,0.02197802197802198, -1.6580113966571124, 4.8639527775730695E-8, -7.313010650129029
0.022222222222222223, -1.6532125137753437, 0.060091482095047256, -1.2211870844247221,0.022222222222222223, -1.6532125137753437, 3.488082539391959E-4, -3.457413246796138,0.022222222222222223, -1.6532125137753437, 5.0846510547965116E-8, -7.293738846119072
0.02247191011235955, -1.6483600109809315, 0.06077121381317583, -1.2163020891899594,0.02247191011235955, -1.6483600109809315, 3.564496807278531E-4, -3.4480017699485894,0.02247191011235955, -1.6483600109809315, 5.317975532717891E-8, -7.274253665129696
0.022727272727272728, -1.6434526764861874, 0.06146649859459608, -1.2113615255216714,0.022727272727272728, -1.6434526764861874, 3.6434480639256097E-4, -3.4384874168105974,0.022727272727272728, -1.6434526764861874, 5.564803720203886E-8, -7.254550149341075
0.022988505747126436, -1.6384892569546374, 0.062177876397224004, -1.206364114790682,0.022988505747126436, -1.6384892569546374, 3.7250497824910727E-4, -3.4288679188575144,0.022988505747126436, -1.6384892569546374, 5.826083542958242E-8, -7.234623292110406
0.023255813953488372, -1.6334684555795866, 0.06290591246428545, -1.201308533728981,0.023255813953488372, -1.6334684555795866, 3.80942184673165E-4, -3.4191409318905115,0.023255813953488372, -1.6334684555795866, 6.102842836125092E-8, -7.21446781409756
0.023529411764705882, -1.6283889300503116, 0.06365119882183873, -1.1961934123275864,0.023529411764705882, -1.6283889300503116, 3.8966909900696407E-4, -3.4093040326544717,0.023529411764705882, -1.6283889300503116, 6.396194784402853E-8, -7.19407831908102
0.023809523809523808, -1.6232492903979006, 0.06441435588393724, -1.1910173316095913,0.023809523809523808, -1.6232492903979006, 3.9869912702124056E-4, -3.3993547152537658,0.023809523809523808, -1.6232492903979006, 6.707348551576583E-8, -7.173449124687651
0.024096385542168676, -1.6180480967120927, 0.06519603417466532, -1.1857788212687268,0.024096385542168676, -1.6180480967120927, 4.0804645826885257E-4, -3.389290387348471,0.024096385542168676, -1.6180480967120927, 7.037615138835379E-8, -7.152574486811743
0.024390243902439025, -1.6127838567197355, 0.06599691617703242, -1.180476357164007,0.024390243902439025, -1.6127838567197355, 4.1772612165674234E-4, -3.3791083661601324,0.024390243902439025, -1.6127838567197355, 7.388421306704973E-8, -7.1314483479420945
0.024691358024691357, -1.6074550232146685, 0.06681771831977001, -1.1751083586597562,0.024691358024691357, -1.6074550232146685, 4.277540456752503E-4, -3.3688058742330855,0.024691358024691357, -1.6074550232146685, 7.761319298630273E-8, -7.1100644494357494
0.025, -1.6020599913279623, 0.0676591931142364, -1.1696731857990608,0.025, -1.6020599913279623, 4.3814712373099263E-4, -3.3583800349392923,0.025, -1.6020599913279623, 8.15799983609612E-8, -7.0884163077444144
0.02531645569620253, -1.5965970956264603, 0.06852213145473196, -1.1641691362985989,0.02531645569620253, -1.5965970956264603, 4.4892328510549054E-4, -3.3478278676868825,0.02531645569620253, -1.5965970956264603, 8.580306091713925E-8, -7.0664972189611825
0.02564102564102564, -1.5910646070264993, 0.06940736509708281, -1.158594442350528,0.02564102564102564, -1.5910646070264993, 4.601015719778797E-4, -3.337146282927004,0.02564102564102564, -1.5910646070264993, 9.030250821254664E-8, -7.0443001866993376
0.025974025974025976, -1.5854607295085006, 0.07031576933176686, -1.1529472672167238,0.025974025974025976, -1.5854607295085006, 4.717022233136613E-4, -3.3263320767528586,0.025974025974025976, -1.5854607295085006, 9.510032735770349E-8, -7.021817988116219
0.02631578947368421, -1.5797835966168101, 0.07124826586962457, -1.1472257015990046,0.02631578947368421, -1.5797835966168101, 4.837467661573621E-4, -3.3153819252179053,0.02631578947368421, -1.5797835966168101, 1.0022058490764039E-7, -6.999043066955552
0.02666666666666667, -1.5740312677277188, 0.07220582596019619, -1.1414277597670952,0.02666666666666667, -1.5740312677277188, 4.962581151247247E-4, -3.3042923783143268,0.02666666666666667, -1.5740312677277188, 1.0568963672068962E-7, -6.975967594865402
0.02702702702702703, -1.568201724066995, 0.0731894737647701, -1.1355513754252047,0.02702702702702703, -1.568201724066995, 5.092606810538251E-4, -3.2930598534930584,0.02702702702702703, -1.568201724066995, 1.1153638396438468E-7, -6.95258343954475
0.0273972602739726, -1.5622928644564746, 0.07420029000885944, -1.1295943972950804,0.0273972602739726, -1.5622928644564746, 5.227804895720736E-4, -3.281680628875157,0.0273972602739726, -1.5622928644564746, 1.1779256545729216E-7, -6.928882119419583
0.027777777777777776, -1.5563025007672873, 0.07523941594135912, -1.1235545843926495,0.027777777777777776, -1.5563025007672873, 5.368453108778445E-4, -3.27015083592075,0.027777777777777776, -1.5563025007672873, 1.2449307095389798E-7, -6.904854819895393
0.028169014084507043, -1.550228353055094, 0.07630805763093769, -1.1174296009718443,0.028169014084507043, -1.550228353055094, 5.514848017494577E-4, -3.2584664516867017,0.028169014084507043, -1.550228353055094, 1.3167631341405733E-7, -6.880492341049974
0.02857142857142857, -1.5440680443502757, 0.07740749063365486, -1.1112170111070836,0.02857142857142857, -1.5440680443502757, 5.667306612589877E-4, -3.2466232905253145,0.02857142857142857, -1.5440680443502757, 1.3938463261768696E-7, -6.855785105271254
0.028985507246376812, -1.5378190950732742, 0.0785390650696872, -1.1049142728834325,0.028985507246376812, -1.5378190950732742, 5.826168016492691E-4, -3.2346169952347004,0.028985507246376812, -1.5378190950732742, 1.4766476717665772E-7, -6.830723115020307
